timestamp,userId,movieId,title,rating
2024-01-22 10:36:48,49,110,Braveheart (1995),4.0
2024-09-29 08:24:41,52,60069,WALL·E (2008),4.0
2024-07-25 18:17:54,7,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.0
2024-04-28 14:42:23,231,1196,Star Wars: Episode V - The Empire Strikes Back (1980),3.5
2024-09-18 15:16:25,574,47,Seven (a.k.a. Se7en) (1995),5.0
2024-09-27 00:38:33,390,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",5.0
2024-08-08 00:13:45,506,45447,"Da Vinci Code, The (2006)",0.5
2023-05-08 12:56:11,87,2300,"Producers, The (1968)",4.5
2023-09-13 14:15:29,222,2,Jumanji (1995),2.5
2024-06-07 01:46:00,314,1374,Star Trek II: The Wrath of Khan (1982),3.0
2024-09-30 11:51:43,535,2447,Varsity Blues (1999),2.0
2023-06-27 19:08:35,142,356,Forrest Gump (1994),4.0
2023-05-13 19:24:43,13,1619,Seven Years in Tibet (1997),3.0
2024-11-03 08:36:57,78,2991,Live and Let Die (1973),3.5
2025-03-17 12:02:48,269,9,Sudden Death (1995),2.0
2025-02-21 20:37:40,92,2572,10 Things I Hate About You (1999),5.0
2024-02-06 03:53:50,423,1080,Monty Python's Life of Brian (1979),2.0
2024-08-12 09:34:47,101,223,Clerks (1994),4.0
2024-05-03 10:00:50,317,105504,Captain Phillips (2013),4.0
2024-07-03 12:26:20,398,7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),4.5
2025-02-04 18:47:59,375,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),5.0
2023-06-09 14:13:31,387,2396,Shakespeare in Love (1998),4.0
2025-01-10 01:37:28,513,1304,Butch Cassidy and the Sundance Kid (1969),4.5
2025-03-09 23:26:12,51,708,"Truth About Cats & Dogs, The (1996)",4.0
2024-07-19 03:15:07,454,56339,"Orphanage, The (Orfanato, El) (2007)",3.5
2024-10-01 10:33:40,497,109487,Interstellar (2014),5.0
2023-07-26 13:53:08,128,943,"Ghost and Mrs. Muir, The (1947)",4.0
2025-01-22 20:32:35,399,527,Schindler's List (1993),4.0
2023-08-01 08:12:48,310,246,Hoop Dreams (1994),4.0
2024-05-26 13:05:23,11,165,Die Hard: With a Vengeance (1995),3.0
2024-02-24 23:06:05,549,5952,"Lord of the Rings: The Two Towers, The (2002)",3.5
2024-04-14 16:51:11,249,87222,Kung Fu Panda 2 (2011),4.0
2024-10-12 06:05:12,421,318,"Shawshank Redemption, The (1994)",5.0
2023-09-14 19:20:10,226,5502,Signs (2002),2.5
2024-10-19 21:45:28,401,3751,Chicken Run (2000),4.0
2024-04-18 00:04:11,437,527,Schindler's List (1993),5.0
2024-10-11 14:26:15,116,47,Seven (a.k.a. Se7en) (1995),3.5
2024-01-22 11:22:01,75,1199,Brazil (1985),2.5
2024-01-23 09:25:54,158,27674,11:14 (2003),4.0
2024-10-11 00:19:44,394,110,Braveheart (1995),5.0
2023-12-04 07:26:44,175,45880,Marie Antoinette (2006),4.0
2025-01-18 05:44:00,341,3624,Shanghai Noon (2000),3.5
2024-06-30 21:18:01,88,48516,"Departed, The (2006)",4.0
2024-04-26 11:57:05,390,27695,Nicotina (2003),3.0
2023-11-11 12:12:45,93,1359,Jingle All the Way (1996),4.0
2024-10-18 03:13:54,434,8961,"Incredibles, The (2004)",4.5
2024-12-25 09:14:30,65,2959,Fight Club (1999),4.5
2025-01-16 13:27:55,375,2431,Patch Adams (1998),4.5
2024-02-02 15:42:30,46,592,Batman (1989),3.0
2023-05-19 10:02:39,488,3396,"Muppet Movie, The (1979)",4.0
2024-08-24 00:56:57,513,5349,Spider-Man (2002),4.0
2024-11-10 21:03:55,131,1228,Raging Bull (1980),4.5
2023-07-27 14:23:05,414,5785,Jackass: The Movie (2002),4.0
2024-04-13 15:01:57,501,17,Sense and Sensibility (1995),3.0
2023-06-12 00:07:56,554,919,"Wizard of Oz, The (1939)",5.0
2024-01-17 10:20:07,157,2720,Inspector Gadget (1999),2.0
2024-08-25 04:32:04,220,62434,Zack and Miri Make a Porno (2008),3.5
2023-07-29 07:51:29,304,2294,Antz (1998),3.0
2024-11-27 09:56:17,524,86,White Squall (1996),3.0
2023-08-20 01:12:58,439,1917,Armageddon (1998),2.0
2023-06-22 10:46:44,500,1274,Akira (1988),4.0
